# NWS county table for the weather alert picker. Generated by cmd/wxzoneseed.
# SAME|UGC|Name|State|WFO   see internal/wxzones/seed/README.md
# Captured 2026-08-23 from https://api.weather.gov/zones?type=county
027111|MNC111|Otter Tail|MN|FGF
027113|MNC113|Pennington|MN|FGF
027115|MNC115|Pine|MN|DLH
027117|MNC117|Pipestone|MN|FSD
027119|MNC119|Polk|MN|FGF
027121|MNC121|Pope|MN|MPX
027123|MNC123|Ramsey|MN|MPX
027125|MNC125|Red Lake|MN|FGF
027127|MNC127|Redwood|MN|MPX
027129|MNC129|Renville|MN|MPX
027131|MNC131|Rice|MN|MPX
027133|MNC133|Rock|MN|FSD
027135|MNC135|Roseau|MN|FGF
027137|MNC137|St. Louis|MN|DLH
027139|MNC139|Scott|MN|MPX
027141|MNC141|Sherburne|MN|MPX
027143|MNC143|Sibley|MN|MPX
027145|MNC145|Stearns|MN|MPX
027147|MNC147|Steele|MN|MPX
027149|MNC149|Stevens|MN|MPX
027151|MNC151|Swift|MN|MPX
027153|MNC153|Todd|MN|MPX
027155|MNC155|Traverse|MN|ABR
027157|MNC157|Wabasha|MN|ARX
027159|MNC159|Wadena|MN|FGF
027161|MNC161|Waseca|MN|MPX
027163|MNC163|Washington|MN|MPX
027165|MNC165|Watonwan|MN|MPX
027167|MNC167|Wilkin|MN|FGF
027169|MNC169|Winona|MN|ARX
027171|MNC171|Wright|MN|MPX
027173|MNC173|Yellow Medicine|MN|MPX
028001|MSC001|Adams|MS|JAN
028003|MSC003|Alcorn|MS|MEG
028005|MSC005|Amite|MS|LIX
028007|MSC007|Attala|MS|JAN
028009|MSC009|Benton|MS|MEG
028011|MSC011|Bolivar|MS|JAN
028013|MSC013|Calhoun|MS|MEG
028015|MSC015|Carroll|MS|JAN
028017|MSC017|Chickasaw|MS|MEG
028019|MSC019|Choctaw|MS|JAN
028021|MSC021|Claiborne|MS|JAN
028023|MSC023|Clarke|MS|JAN
028025|MSC025|Clay|MS|JAN
028027|MSC027|Coahoma|MS|MEG
028029|MSC029|Copiah|MS|JAN
028031|MSC031|Covington|MS|JAN
028033|MSC033|DeSoto|MS|MEG
028035|MSC035|Forrest|MS|JAN
028037|MSC037|Franklin|MS|JAN
028039|MSC039|George|MS|MOB
028041|MSC041|Greene|MS|MOB
028043|MSC043|Grenada|MS|JAN
028045|MSC045|Hancock|MS|LIX
028047|MSC047|Harrison|MS|LIX
028049|MSC049|Hinds|MS|JAN
028051|MSC051|Holmes|MS|JAN
028053|MSC053|Humphreys|MS|JAN
028055|MSC055|Issaquena|MS|JAN
028057|MSC057|Itawamba|MS|MEG
028059|MSC059|Jackson|MS|LIX
028061|MSC061|Jasper|MS|JAN
028063|MSC063|Jefferson|MS|JAN
028065|MSC065|Jefferson Davis|MS|JAN
028067|MSC067|Jones|MS|JAN
028069|MSC069|Kemper|MS|JAN
028071|MSC071|Lafayette|MS|MEG
028073|MSC073|Lamar|MS|JAN
028075|MSC075|Lauderdale|MS|JAN
028077|MSC077|Lawrence|MS|JAN
028079|MSC079|Leake|MS|JAN
028081|MSC081|Lee|MS|MEG
028083|MSC083|Leflore|MS|JAN
028085|MSC085|Lincoln|MS|JAN
028087|MSC087|Lowndes|MS|JAN
028089|MSC089|Madison|MS|JAN
028091|MSC091|Marion|MS|JAN
028093|MSC093|Marshall|MS|MEG
028095|MSC095|Monroe|MS|MEG
028097|MSC097|Montgomery|MS|JAN
028099|MSC099|Neshoba|MS|JAN
028101|MSC101|Newton|MS|JAN
028103|MSC103|Noxubee|MS|JAN
028105|MSC105|Oktibbeha|MS|JAN
028107|MSC107|Panola|MS|MEG
028109|MSC109|Pearl River|MS|LIX
028111|MSC111|Perry|MS|MOB
028113|MSC113|Pike|MS|LIX
028115|MSC115|Pontotoc|MS|MEG
028117|MSC117|Prentiss|MS|MEG
028119|MSC119|Quitman|MS|MEG
028121|MSC121|Rankin|MS|JAN
028123|MSC123|Scott|MS|JAN
028125|MSC125|Sharkey|MS|JAN
028127|MSC127|Simpson|MS|JAN
028129|MSC129|Smith|MS|JAN
028131|MSC131|Stone|MS|MOB
028133|MSC133|Sunflower|MS|JAN
028135|MSC135|Tallahatchie|MS|MEG
028137|MSC137|Tate|MS|MEG
028139|MSC139|Tippah|MS|MEG
028141|MSC141|Tishomingo|MS|MEG
028143|MSC143|Tunica|MS|MEG
028145|MSC145|Union|MS|MEG
028147|MSC147|Walthall|MS|LIX
028149|MSC149|Warren|MS|JAN
028151|MSC151|Washington|MS|JAN
028153|MSC153|Wayne|MS|MOB
028155|MSC155|Webster|MS|JAN
028157|MSC157|Wilkinson|MS|LIX
028159|MSC159|Winston|MS|JAN
028161|MSC161|Yalobusha|MS|MEG
028163|MSC163|Yazoo|MS|JAN
029001|MOC001|Adair|MO|EAX
029003|MOC003|Andrew|MO|EAX
029005|MOC005|Atchison|MO|EAX
029007|MOC007|Audrain|MO|LSX
029009|MOC009|Barry|MO|SGF
029011|MOC011|Barton|MO|SGF
029013|MOC013|Bates|MO|EAX
029015|MOC015|Benton|MO|SGF
029017|MOC017|Bollinger|MO|PAH
029019|MOC019|Boone|MO|LSX
029021|MOC021|Buchanan|MO|EAX
029023|MOC023|Butler|MO|PAH
029025|MOC025|Caldwell|MO|EAX
029027|MOC027|Callaway|MO|LSX
029029|MOC029|Camden|MO|SGF
029031|MOC031|Cape Girardeau|MO|PAH
029033|MOC033|Carroll|MO|EAX
029035|MOC035|Carter|MO|PAH
029037|MOC037|Cass|MO|EAX
029039|MOC039|Cedar|MO|SGF
029041|MOC041|Chariton|MO|EAX
029043|MOC043|Christian|MO|SGF
029045|MOC045|Clark|MO|DVN
029047|MOC047|Clay|MO|EAX
029049|MOC049|Clinton|MO|EAX
029051|MOC051|Cole|MO|LSX
029053|MOC053|Cooper|MO|EAX
029055|MOC055|Crawford|MO|LSX
029057|MOC057|Dade|MO|SGF
029059|MOC059|Dallas|MO|SGF
029061|MOC061|Daviess|MO|EAX
029063|MOC063|DeKalb|MO|EAX
029065|MOC065|Dent|MO|SGF
029067|MOC067|Douglas|MO|SGF
029069|MOC069|Dunklin|MO|MEG
029071|MOC071|Franklin|MO|LSX
029073|MOC073|Gasconade|MO|LSX
029075|MOC075|Gentry|MO|EAX
029077|MOC077|Greene|MO|SGF
029079|MOC079|Grundy|MO|EAX
029081|MOC081|Harrison|MO|EAX
029083|MOC083|Henry|MO|EAX
029085|MOC085|Hickory|MO|SGF
029087|MOC087|Holt|MO|EAX
029089|MOC089|Howard|MO|EAX
029091|MOC091|Howell|MO|SGF
029093|MOC093|Iron|MO|LSX
029095|MOC095|Jackson|MO|EAX
029097|MOC097|Jasper|MO|SGF
029099|MOC099|Jefferson|MO|LSX
029101|MOC101|Johnson|MO|EAX
029103|MOC103|Knox|MO|LSX
029105|MOC105|Laclede|MO|SGF
029107|MOC107|Lafayette|MO|EAX
029109|MOC109|Lawrence|MO|SGF
029111|MOC111|Lewis|MO|LSX
029113|MOC113|Lincoln|MO|LSX
029115|MOC115|Linn|MO|EAX
029117|MOC117|Livingston|MO|EAX
029119|MOC119|McDonald|MO|SGF
029121|MOC121|Macon|MO|EAX
029123|MOC123|Madison|MO|LSX
029125|MOC125|Maries|MO|SGF
029127|MOC127|Marion|MO|LSX
029129|MOC129|Mercer|MO|EAX
029131|MOC131|Miller|MO|SGF
029133|MOC133|Mississippi|MO|PAH
029135|MOC135|Moniteau|MO|LSX
029137|MOC137|Monroe|MO|LSX
029139|MOC139|Montgomery|MO|LSX
029141|MOC141|Morgan|MO|SGF
029143|MOC143|New Madrid|MO|PAH
029145|MOC145|Newton|MO|SGF
029147|MOC147|Nodaway|MO|EAX
029149|MOC149|Oregon|MO|SGF
029151|MOC151|Osage|MO|LSX
029153|MOC153|Ozark|MO|SGF
029155|MOC155|Pemiscot|MO|MEG
029157|MOC157|Perry|MO|PAH
029159|MOC159|Pettis|MO|EAX
029161|MOC161|Phelps|MO|SGF
029163|MOC163|Pike|MO|LSX
029165|MOC165|Platte|MO|EAX
029167|MOC167|Polk|MO|SGF
029169|MOC169|Pulaski|MO|SGF
029171|MOC171|Putnam|MO|EAX
029173|MOC173|Ralls|MO|LSX
029175|MOC175|Randolph|MO|EAX
029177|MOC177|Ray|MO|EAX
029179|MOC179|Reynolds|MO|LSX
029181|MOC181|Ripley|MO|PAH
029183|MOC183|St. Charles|MO|LSX
029185|MOC185|St. Clair|MO|SGF
029186|MOC186|Ste. Genevieve|MO|LSX
029187|MOC187|St. Francois|MO|LSX
029189|MOC189|St. Louis|MO|LSX
029195|MOC195|Saline|MO|EAX
029197|MOC197|Schuyler|MO|EAX
029199|MOC199|Scotland|MO|DVN
029201|MOC201|Scott|MO|PAH
029203|MOC203|Shannon|MO|SGF
029205|MOC205|Shelby|MO|LSX
029207|MOC207|Stoddard|MO|PAH
029209|MOC209|Stone|MO|SGF
029211|MOC211|Sullivan|MO|EAX
029213|MOC213|Taney|MO|SGF
029215|MOC215|Texas|MO|SGF
029217|MOC217|Vernon|MO|SGF
029219|MOC219|Warren|MO|LSX
029221|MOC221|Washington|MO|LSX
029223|MOC223|Wayne|MO|PAH
029225|MOC225|Webster|MO|SGF
029227|MOC227|Worth|MO|EAX
029229|MOC229|Wright|MO|SGF
029510|MOC510|St. Louis City|MO|LSX
030001|MTC001|Beaverhead|MT|TFX
030003|MTC003|Big Horn|MT|BYZ
030005|MTC005|Blaine|MT|TFX
030007|MTC007|Broadwater|MT|TFX
030009|MTC009|Carbon|MT|BYZ
030011|MTC011|Carter|MT|BYZ
030013|MTC013|Cascade|MT|TFX
030015|MTC015|Chouteau|MT|TFX
030017|MTC017|Custer|MT|BYZ
030019|MTC019|Daniels|MT|GGW
030021|MTC021|Dawson|MT|GGW
030023|MTC023|Deer Lodge|MT|MSO
030025|MTC025|Fallon|MT|BYZ
030027|MTC027|Fergus|MT|TFX
030029|MTC029|Flathead|MT|MSO
030031|MTC031|Gallatin|MT|TFX
030033|MTC033|Garfield|MT|GGW
030035|MTC035|Glacier|MT|TFX
030037|MTC037|Golden Valley|MT|BYZ
030039|MTC039|Granite|MT|MSO
030041|MTC041|Hill|MT|TFX
030043|MTC043|Jefferson|MT|TFX
030045|MTC045|Judith Basin|MT|TFX
030047|MTC047|Lake|MT|MSO
030049|MTC049|Lewis and Clark|MT|TFX
030051|MTC051|Liberty|MT|TFX
030053|MTC053|Lincoln|MT|MSO
030055|MTC055|McCone|MT|GGW
030057|MTC057|Madison|MT|TFX
030059|MTC059|Meagher|MT|TFX
030061|MTC061|Mineral|MT|MSO
030063|MTC063|Missoula|MT|MSO
030065|MTC065|Musselshell|MT|BYZ
030067|MTC067|Park|MT|BYZ
030069|MTC069|Petroleum|MT|GGW
030071|MTC071|Phillips|MT|GGW
030073|MTC073|Pondera|MT|TFX
030075|MTC075|Powder River|MT|BYZ
030077|MTC077|Powell|MT|MSO
030079|MTC079|Prairie|MT|GGW
030081|MTC081|Ravalli|MT|MSO
030083|MTC083|Richland|MT|GGW
030085|MTC085|Roosevelt|MT|GGW
030087|MTC087|Rosebud|MT|BYZ
030089|MTC089|Sanders|MT|MSO
030091|MTC091|Sheridan|MT|GGW
030093|MTC093|Silver Bow|MT|MSO
030095|MTC095|Stillwater|MT|BYZ
030097|MTC097|Sweet Grass|MT|BYZ
030099|MTC099|Teton|MT|TFX
030101|MTC101|Toole|MT|TFX
030103|MTC103|Treasure|MT|BYZ
030105|MTC105|Valley|MT|GGW
030107|MTC107|Wheatland|MT|BYZ
030109|MTC109|Wibaux|MT|GGW
030111|MTC111|Yellowstone|MT|BYZ
031001|NEC001|Adams|NE|GID
031003|NEC003|Antelope|NE|OAX
031005|NEC005|Arthur|NE|LBF
031007|NEC007|Banner|NE|CYS
031009|NEC009|Blaine|NE|LBF
031011|NEC011|Boone|NE|OAX
031013|NEC013|Box Butte|NE|CYS
031015|NEC015|Boyd|NE|LBF
031017|NEC017|Brown|NE|LBF
031019|NEC019|Buffalo|NE|GID
031021|NEC021|Burt|NE|OAX
031023|NEC023|Butler|NE|OAX
031025|NEC025|Cass|NE|OAX
031027|NEC027|Cedar|NE|OAX
031029|NEC029|Chase|NE|LBF
031031|NEC031|Cherry|NE|LBF
031033|NEC033|Cheyenne|NE|CYS
031035|NEC035|Clay|NE|GID
031037|NEC037|Colfax|NE|OAX
031039|NEC039|Cuming|NE|OAX
031041|NEC041|Custer|NE|LBF
031043|NEC043|Dakota|NE|FSD
031045|NEC045|Dawes|NE|CYS
031047|NEC047|Dawson|NE|GID
031049|NEC049|Deuel|NE|LBF
031051|NEC051|Dixon|NE|FSD
031053|NEC053|Dodge|NE|OAX
031055|NEC055|Douglas|NE|OAX
031057|NEC057|Dundy|NE|GLD
031059|NEC059|Fillmore|NE|GID
031061|NEC061|Franklin|NE|GID
031063|NEC063|Frontier|NE|LBF
031065|NEC065|Furnas|NE|GID
031067|NEC067|Gage|NE|OAX
031069|NEC069|Garden|NE|LBF
031071|NEC071|Garfield|NE|LBF
031073|NEC073|Gosper|NE|GID
031075|NEC075|Grant|NE|LBF
031077|NEC077|Greeley|NE|GID
031079|NEC079|Hall|NE|GID
031081|NEC081|Hamilton|NE|GID
031083|NEC083|Harlan|NE|GID
031085|NEC085|Hayes|NE|LBF
031087|NEC087|Hitchcock|NE|GLD
031089|NEC089|Holt|NE|LBF
031091|NEC091|Hooker|NE|LBF
031093|NEC093|Howard|NE|GID
031095|NEC095|Jefferson|NE|OAX
031097|NEC097|Johnson|NE|OAX
031099|NEC099|Kearney|NE|GID
031101|NEC101|Keith|NE|LBF
031103|NEC103|Keya Paha|NE|LBF
031105|NEC105|Kimball|NE|CYS
031107|NEC107|Knox|NE|OAX
031109|NEC109|Lancaster|NE|OAX
031111|NEC111|Lincoln|NE|LBF
031113|NEC113|Logan|NE|LBF
031115|NEC115|Loup|NE|LBF
031117|NEC117|McPherson|NE|LBF
031119|NEC119|Madison|NE|OAX
031121|NEC121|Merrick|NE|GID
031123|NEC123|Morrill|NE|CYS
031125|NEC125|Nance|NE|GID
031127|NEC127|Nemaha|NE|OAX
031129|NEC129|Nuckolls|NE|GID
031131|NEC131|Otoe|NE|OAX
031133|NEC133|Pawnee|NE|OAX
031135|NEC135|Perkins|NE|LBF
031137|NEC137|Phelps|NE|GID
031139|NEC139|Pierce|NE|OAX
031141|NEC141|Platte|NE|OAX
031143|NEC143|Polk|NE|GID
031145|NEC145|Red Willow|NE|GLD
031147|NEC147|Richardson|NE|OAX
031149|NEC149|Rock|NE|LBF
031151|NEC151|Saline|NE|OAX
031153|NEC153|Sarpy|NE|OAX
031155|NEC155|Saunders|NE|OAX
031157|NEC157|Scotts Bluff|NE|CYS
031159|NEC159|Seward|NE|OAX
031161|NEC161|Sheridan|NE|LBF
031163|NEC163|Sherman|NE|GID
031165|NEC165|Sioux|NE|CYS
031167|NEC167|Stanton|NE|OAX
031169|NEC169|Thayer|NE|GID
031171|NEC171|Thomas|NE|LBF
031173|NEC173|Thurston|NE|OAX
031175|NEC175|Valley|NE|GID
031177|NEC177|Washington|NE|OAX
031179|NEC179|Wayne|NE|OAX
031181|NEC181|Webster|NE|GID
031183|NEC183|Wheeler|NE|LBF
031185|NEC185|York|NE|GID
032001|NVC001|Churchill|NV|REV
032003|NVC003|Clark|NV|VEF
032005|NVC005|Douglas|NV|REV
032007|NVC007|Elko|NV|LKN
032009|NVC009|Esmeralda|NV|VEF
032011|NVC011|Eureka|NV|LKN
032013|NVC013|Humboldt|NV|LKN
032015|NVC015|Lander|NV|LKN
032017|NVC017|Lincoln|NV|VEF
032019|NVC019|Lyon|NV|REV
032021|NVC021|Mineral|NV|REV
032023|NVC023|Nye|NV|VEF
032027|NVC027|Pershing|NV|REV
032029|NVC029|Storey|NV|REV
032031|NVC031|Washoe|NV|REV
032033|NVC033|White Pine|NV|LKN
032510|NVC510|Carson City|NV|REV
033001|NHC001|Belknap|NH|GYX
033003|NHC003|Carroll|NH|GYX
033005|NHC005|Cheshire|NH|GYX
033007|NHC007|Coos|NH|GYX
033009|NHC009|Grafton|NH|GYX
033011|NHC011|Hillsborough|NH|GYX
033013|NHC013|Merrimack|NH|GYX
033015|NHC015|Rockingham|NH|GYX
033017|NHC017|Strafford|NH|GYX
033019|NHC019|Sullivan|NH|GYX
034001|NJC001|Atlantic|NJ|PHI
034003|NJC003|Bergen|NJ|OKX
034005|NJC005|Burlington|NJ|PHI
034007|NJC007|Camden|NJ|PHI
034009|NJC009|Cape May|NJ|PHI
034011|NJC011|Cumberland|NJ|PHI
034013|NJC013|Essex|NJ|OKX
034015|NJC015|Gloucester|NJ|PHI
034017|NJC017|Hudson|NJ|OKX
034019|NJC019|Hunterdon|NJ|PHI
034021|NJC021|Mercer|NJ|PHI
034023|NJC023|Middlesex|NJ|PHI
034025|NJC025|Monmouth|NJ|PHI
034027|NJC027|Morris|NJ|PHI
034029|NJC029|Ocean|NJ|PHI
034031|NJC031|Passaic|NJ|OKX
034033|NJC033|Salem|NJ|PHI
034035|NJC035|Somerset|NJ|PHI
034037|NJC037|Sussex|NJ|PHI
034039|NJC039|Union|NJ|OKX
034041|NJC041|Warren|NJ|PHI
035001|NMC001|Bernalillo|NM|ABQ
035003|NMC003|Catron|NM|ABQ
035005|NMC005|Chaves|NM|ABQ
035006|NMC006|Cibola|NM|ABQ
035007|NMC007|Colfax|NM|ABQ
035009|NMC009|Curry|NM|ABQ
035011|NMC011|De Baca|NM|ABQ
035013|NMC013|Dona Ana|NM|EPZ
035015|NMC015|Eddy|NM|MAF
035017|NMC017|Grant|NM|EPZ
035019|NMC019|Guadalupe|NM|ABQ
035021|NMC021|Harding|NM|ABQ
035023|NMC023|Hidalgo|NM|EPZ
035025|NMC025|Lea|NM|MAF
035027|NMC027|Lincoln|NM|ABQ
035028|NMC028|Los Alamos|NM|ABQ
035029|NMC029|Luna|NM|EPZ
035031|NMC031|McKinley|NM|ABQ
035033|NMC033|Mora|NM|ABQ
035035|NMC035|Otero|NM|EPZ
035037|NMC037|Quay|NM|ABQ
035039|NMC039|Rio Arriba|NM|ABQ
035041|NMC041|Roosevelt|NM|ABQ
035043|NMC043|Sandoval|NM|ABQ
035045|NMC045|San Juan|NM|ABQ
035047|NMC047|San Miguel|NM|ABQ
035049|NMC049|Santa Fe|NM|ABQ
035051|NMC051|Sierra|NM|EPZ
035053|NMC053|Socorro|NM|ABQ
035055|NMC055|Taos|NM|ABQ
035057|NMC057|Torrance|NM|ABQ
035059|NMC059|Union|NM|ABQ
035061|NMC061|Valencia|NM|ABQ
036001|NYC001|Albany|NY|ALY
036003|NYC003|Allegany|NY|BUF
036005|NYC005|Bronx|NY|OKX
036007|NYC007|Broome|NY|BGM
036009|NYC009|Cattaraugus|NY|BUF
036011|NYC011|Cayuga|NY|BUF
036013|NYC013|Chautauqua|NY|BUF
036015|NYC015|Chemung|NY|BGM
036017|NYC017|Chenango|NY|BGM
036019|NYC019|Clinton|NY|BTV
036021|NYC021|Columbia|NY|ALY
036023|NYC023|Cortland|NY|BGM
036025|NYC025|Delaware|NY|BGM
036027|NYC027|Dutchess|NY|ALY
036029|NYC029|Erie|NY|BUF
036031|NYC031|Essex|NY|BTV
036033|NYC033|Franklin|NY|BTV
036035|NYC035|Fulton|NY|ALY
036037|NYC037|Genesee|NY|BUF
036039|NYC039|Greene|NY|ALY
036041|NYC041|Hamilton|NY|ALY
036043|NYC043|Herkimer|NY|ALY
036045|NYC045|Jefferson|NY|BUF
036047|NYC047|Kings|NY|OKX
036049|NYC049|Lewis|NY|BUF
036051|NYC051|Livingston|NY|BUF
036053|NYC053|Madison|NY|BGM
036055|NYC055|Monroe|NY|BUF
036057|NYC057|Montgomery|NY|ALY
036059|NYC059|Nassau|NY|OKX
036061|NYC061|New York (Manhattan)|NY|OKX
036063|NYC063|Niagara|NY|BUF
036065|NYC065|Oneida|NY|BGM
036067|NYC067|Onondaga|NY|BGM
036069|NYC069|Ontario|NY|BUF
036071|NYC071|Orange|NY|OKX
036073|NYC073|Orleans|NY|BUF
036075|NYC075|Oswego|NY|BUF
036077|NYC077|Otsego|NY|BGM
036079|NYC079|Putnam|NY|OKX
036081|NYC081|Queens|NY|OKX
036083|NYC083|Rensselaer|NY|ALY
036085|NYC085|Richmond|NY|OKX
036087|NYC087|Rockland|NY|OKX
036089|NYC089|St. Lawrence|NY|BTV
036091|NYC091|Saratoga|NY|ALY
036093|NYC093|Schenectady|NY|ALY
036095|NYC095|Schoharie|NY|ALY
036097|NYC097|Schuyler|NY|BGM
036099|NYC099|Seneca|NY|BGM
036101|NYC101|Steuben|NY|BGM
036103|NYC103|Suffolk|NY|OKX
036105|NYC105|Sullivan|NY|BGM
036107|NYC107|Tioga|NY|BGM
036109|NYC109|Tompkins|NY|BGM
036111|NYC111|Ulster|NY|ALY
036113|NYC113|Warren|NY|ALY
036115|NYC115|Washington|NY|ALY
036117|NYC117|Wayne|NY|BUF
036119|NYC119|Westchester|NY|OKX
036121|NYC121|Wyoming|NY|BUF
036123|NYC123|Yates|NY|BGM
037001|NCC001|Alamance|NC|RAH
037003|NCC003|Alexander|NC|GSP
037005|NCC005|Alleghany|NC|RNK
037007|NCC007|Anson|NC|RAH
037009|NCC009|Ashe|NC|RNK
037011|NCC011|Avery|NC|GSP
037013|NCC013|Beaufort|NC|MHX
037015|NCC015|Bertie|NC|AKQ
037017|NCC017|Bladen|NC|ILM
037019|NCC019|Brunswick|NC|ILM
037021|NCC021|Buncombe|NC|GSP
037023|NCC023|Burke|NC|GSP
037025|NCC025|Cabarrus|NC|GSP
037027|NCC027|Caldwell|NC|GSP
037029|NCC029|Camden|NC|AKQ
037031|NCC031|Carteret|NC|MHX
037033|NCC033|Caswell|NC|RNK
037035|NCC035|Catawba|NC|GSP
037037|NCC037|Chatham|NC|RAH
037039|NCC039|Cherokee|NC|MRX
037041|NCC041|Chowan|NC|AKQ
037043|NCC043|Clay|NC|MRX
037045|NCC045|Cleveland|NC|GSP
037047|NCC047|Columbus|NC|ILM
037049|NCC049|Craven|NC|MHX
037051|NCC051|Cumberland|NC|RAH
037053|NCC053|Currituck|NC|AKQ
037055|NCC055|Dare|NC|MHX
037057|NCC057|Davidson|NC|RAH
037059|NCC059|Davie|NC|GSP
037061|NCC061|Duplin|NC|MHX
037063|NCC063|Durham|NC|RAH
037065|NCC065|Edgecombe|NC|RAH
037067|NCC067|Forsyth|NC|RAH
037069|NCC069|Franklin|NC|RAH
037071|NCC071|Gaston|NC|GSP
037073|NCC073|Gates|NC|AKQ
037075|NCC075|Graham|NC|GSP
037077|NCC077|Granville|NC|RAH
037079|NCC079|Greene|NC|MHX
037081|NCC081|Guilford|NC|RAH
037083|NCC083|Halifax|NC|RAH
037085|NCC085|Harnett|NC|RAH
037087|NCC087|Haywood|NC|GSP
037089|NCC089|Henderson|NC|GSP
037091|NCC091|Hertford|NC|AKQ
037093|NCC093|Hoke|NC|RAH
037095|NCC095|Hyde|NC|MHX
037097|NCC097|Iredell|NC|GSP
037099|NCC099|Jackson|NC|GSP
037101|NCC101|Johnston|NC|RAH
037103|NCC103|Jones|NC|MHX
037105|NCC105|Lee|NC|RAH
037107|NCC107|Lenoir|NC|MHX
037109|NCC109|Lincoln|NC|GSP
037111|NCC111|McDowell|NC|GSP
037113|NCC113|Macon|NC|GSP
037115|NCC115|Madison|NC|GSP
037117|NCC117|Martin|NC|MHX
037119|NCC119|Mecklenburg|NC|GSP
037121|NCC121|Mitchell|NC|GSP
037123|NCC123|Montgomery|NC|RAH
037125|NCC125|Moore|NC|RAH
037127|NCC127|Nash|NC|RAH
037129|NCC129|New Hanover|NC|ILM
037131|NCC131|Northampton|NC|AKQ
037133|NCC133|Onslow|NC|MHX
037135|NCC135|Orange|NC|RAH
037137|NCC137|Pamlico|NC|MHX
037139|NCC139|Pasquotank|NC|AKQ
037141|NCC141|Pender|NC|ILM
037143|NCC143|Perquimans|NC|AKQ
037145|NCC145|Person|NC|RAH
037147|NCC147|Pitt|NC|MHX
037149|NCC149|Polk|NC|GSP
037151|NCC151|Randolph|NC|RAH
037153|NCC153|Richmond|NC|RAH
037155|NCC155|Robeson|NC|ILM
037157|NCC157|Rockingham|NC|RNK
037159|NCC159|Rowan|NC|GSP
037161|NCC161|Rutherford|NC|GSP
037163|NCC163|Sampson|NC|RAH
037165|NCC165|Scotland|NC|RAH
037167|NCC167|Stanly|NC|RAH
037169|NCC169|Stokes|NC|RNK
037171|NCC171|Surry|NC|RNK
037173|NCC173|Swain|NC|GSP
037175|NCC175|Transylvania|NC|GSP
037177|NCC177|Tyrrell|NC|MHX
037179|NCC179|Union|NC|GSP
037181|NCC181|Vance|NC|RAH
037183|NCC183|Wake|NC|RAH
037185|NCC185|Warren|NC|RAH
037187|NCC187|Washington|NC|MHX
037189|NCC189|Watauga|NC|RNK
037191|NCC191|Wayne|NC|RAH
037193|NCC193|Wilkes|NC|RNK
037195|NCC195|Wilson|NC|RAH
037197|NCC197|Yadkin|NC|RNK
037199|NCC199|Yancey|NC|GSP
038001|NDC001|Adams|ND|BIS
038003|NDC003|Barnes|ND|FGF
038005|NDC005|Benson|ND|FGF
038007|NDC007|Billings|ND|BIS
038009|NDC009|Bottineau|ND|BIS
038011|NDC011|Bowman|ND|BIS
038013|NDC013|Burke|ND|BIS
038015|NDC015|Burleigh|ND|BIS
038017|NDC017|Cass|ND|FGF
038019|NDC019|Cavalier|ND|FGF
038021|NDC021|Dickey|ND|BIS
038023|NDC023|Divide|ND|BIS
038025|NDC025|Dunn|ND|BIS
038027|NDC027|Eddy|ND|FGF
038029|NDC029|Emmons|ND|BIS
038031|NDC031|Foster|ND|BIS
038033|NDC033|Golden Valley|ND|BIS
038035|NDC035|Grand Forks|ND|FGF
038037|NDC037|Grant|ND|BIS
038039|NDC039|Griggs|ND|FGF
038041|NDC041|Hettinger|ND|BIS
038043|NDC043|Kidder|ND|BIS
038045|NDC045|LaMoure|ND|BIS
038047|NDC047|Logan|ND|BIS
038049|NDC049|McHenry|ND|BIS
038051|NDC051|McIntosh|ND|BIS
038053|NDC053|McKenzie|ND|BIS
038055|NDC055|McLean|ND|BIS
038057|NDC057|Mercer|ND|BIS
038059|NDC059|Morton|ND|BIS
038061|NDC061|Mountrail|ND|BIS
038063|NDC063|Nelson|ND|FGF
038065|NDC065|Oliver|ND|BIS
038067|NDC067|Pembina|ND|FGF
038069|NDC069|Pierce|ND|BIS
038071|NDC071|Ramsey|ND|FGF
038073|NDC073|Ransom|ND|FGF
038075|NDC075|Renville|ND|BIS
038077|NDC077|Richland|ND|FGF
038079|NDC079|Rolette|ND|BIS
038081|NDC081|Sargent|ND|FGF
038083|NDC083|Sheridan|ND|BIS
038085|NDC085|Sioux|ND|BIS
038087|NDC087|Slope|ND|BIS
038089|NDC089|Stark|ND|BIS
038091|NDC091|Steele|ND|FGF
038093|NDC093|Stutsman|ND|BIS
038095|NDC095|Towner|ND|FGF
038097|NDC097|Traill|ND|FGF
038099|NDC099|Walsh|ND|FGF
038101|NDC101|Ward|ND|BIS
038103|NDC103|Wells|ND|BIS
038105|NDC105|Williams|ND|BIS
039001|OHC001|Adams|OH|ILN
039003|OHC003|Allen|OH|IWX
039005|OHC005|Ashland|OH|CLE
039007|OHC007|Ashtabula|OH|CLE
039009|OHC009|Athens|OH|RLX
039011|OHC011|Auglaize|OH|ILN
039013|OHC013|Belmont|OH|PBZ
039015|OHC015|Brown|OH|ILN
039017|OHC017|Butler|OH|ILN
039019|OHC019|Carroll|OH|PBZ
039021|OHC021|Champaign|OH|ILN
039023|OHC023|Clark|OH|ILN
039025|OHC025|Clermont|OH|ILN
039027|OHC027|Clinton|OH|ILN
039029|OHC029|Columbiana|OH|PBZ
039031|OHC031|Coshocton|OH|PBZ
